Year,Sector,Degree,Period,Reef,Depth2,Transect,Type,Quantity
2010,South,26°N,Before,50,Deep,4,Cold Water Corals,1
2023,North,29°N,Before,2,Deep,2,Cold Water Corals,1
2023,North,29°N,Before,2,Deep,2,Cold Water Corals,4
2009,South,25°N,Before,73,Deep,3,Cold Water Corals,1
2023,North,30°N,Before,7,Deep,1,Cold Water Corals,1
2023,South,27°N,Before,86,Deep,1,Cold Water Corals,2
2023,North,29°N,Before,59,Deep,1,Cold Water Corals,1
2009,South,27°N,After,86,Deep,2,Cold Water Corals,1
2009,North,29°N,After,5,Deep,2,Cold Water Corals,1
2010,South,27°N,After,74,Deep,2,Cold Water Corals,1
2023,North,29°N,Before,59,Deep,3,Cold Water Corals,3
2009,North,29°N,After,25,Deep,3,Cold Water Corals,1
2010,South,26°N,Before,14,Deep,4,Cold Water Corals,1
2023,South,28°N,Before,78,Deep,1,Cold Water Corals,5
2023,South,28°N,Before,78,Deep,3,Cold Water Corals,1
2010,North,29°N,After,56,Deep,2,Cold Water Corals,1
2010,South,26°N,Before,32,Deep,3,Cold Water Corals,1
2009,North,29°N,After,88,Deep,3,Cold Water Corals,1
2023,North,29°N,Before,2,Deep,3,Cold Water Corals,1
2010,North,29°N,After,67,Deep,4,Cold Water Corals,1
2010,North,29°N,After,5,Deep,2,Cold Water Corals,1
2009,South,28°N,Before,78,Shallow,2,Cold Water Corals,1
2023,North,29°N,Before,2,Deep,2,Cold Water Corals,1
2010,North,29°N,After,56,Deep,2,Cold Water Corals,1
2023,North,29°N,Before,5,Deep,3,Cold Water Corals,4
2009,North,29°N,After,89,Deep,1,Cold Water Corals,1
2023,North,29°N,Before,59,Deep,2,Cold Water Corals,1
2009,North,29°N,After,5,Deep,5,Cold Water Corals,1
2009,South,28°N,After,78,Deep,1,Cold Water Corals,1
2009,South,26°N,Before,18,Deep,1,Cold Water Corals,1
2009,South,28°N,After,78,Deep,9,Cold Water Corals,3
2010,South,25°N,Before,72,Deep,1,Cold Water Corals,1
2023,North,29°N,Before,35,Deep,1,Cold Water Corals,2
2023,South,27°N,Before,70,Deep,2,Cold Water Corals,1
2009,North,29°N,After,5,Deep,5,Cold Water Corals,1
2023,North,29°N,Before,59,Deep,1,Cold Water Corals,3
2023,South,28°N,Before,78,Deep,3,Cold Water Corals,2
2010,South,27°N,After,74,Deep,2,Cold Water Corals,2
2009,North,29°N,After,5,Deep,5,Cold Water Corals,1
2023,North,29°N,Before,2,Deep,2,Cold Water Corals,1
2009,North,29°N,After,5,Deep,5,Cold Water Corals,1
2023,North,29°N,Before,4,Deep,1,Cold Water Corals,1
2009,South,25°N,Before,81,Deep,8,Cold Water Corals,1
2010,North,29°N,After,67,Deep,3,Cold Water Corals,1
2023,North,29°N,Before,5,Deep,3,Cold Water Corals,2
2010,South,26°N,Before,34,Deep,1,Cold Water Corals,1
2009,North,29°N,After,5,Deep,5,Cold Water Corals,2
2023,South,26°N,After,31,Deep,1,Cold Water Corals,1
2023,North,29°N,After,35,Shallow,4,Cold Water Corals,1
2023,North,29°N,Before,59,Deep,3,Cold Water Corals,7
2009,North,29°N,After,5,Deep,2,Cold Water Corals,1
2010,South,27°N,After,76,Deep,1,Cold Water Corals,1
2009,North,29°N,After,25,Deep,3,Cold Water Corals,1
2009,South,25°N,Before,40,Deep,2,Cold Water Corals,1
2009,South,24°N,Before,23,Shallow,1,Warm Water Corals,1
2023,South,24°N,After,44,Shallow,1,Warm Water Corals,1
2009,South,26°N,After,49,Shallow,3,Warm Water Corals,1
2023,South,24°N,After,44,Shallow,1,Warm Water Corals,1
2023,South,24°N,After,44,Shallow,3,Warm Water Corals,4
2023,South,24°N,After,44,Shallow,3,Warm Water Corals,4
2023,South,25°N,After,81,Shallow,3,Warm Water Corals,1
2023,South,26°N,Before,51,Shallow,4,Warm Water Corals,1
2009,South,25°N,Before,41,Shallow,7,Warm Water Corals,1
2023,South,26°N,Before,49,Shallow,3,Warm Water Corals,1
2023,South,25°N,After,81,Shallow,3,Warm Water Corals,1
2023,South,26°N,Before,14,Shallow,1,Warm Water Corals,1
2023,South,26°N,Before,14,Shallow,1,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,8,Warm Water Corals,3
2023,South,25°N,After,61,Shallow,3,Warm Water Corals,2
2023,South,25°N,After,68,Shallow,4,Warm Water Corals,1
2023,South,24°N,After,44,Shallow,3,Warm Water Corals,4
2023,South,26°N,Before,21,Shallow,1,Warm Water Corals,1
2009,South,24°N,Before,37,Shallow,7,Warm Water Corals,1
2009,South,24°N,Before,37,Shallow,7,Warm Water Corals,1
2023,South,26°N,Before,62,Shallow,1,Warm Water Corals,1
2023,South,26°N,Before,51,Shallow,4,Warm Water Corals,2
2023,South,25°N,After,68,Deep,4,Warm Water Corals,1
2023,South,25°N,After,65,Shallow,1,Warm Water Corals,1
2023,South,26°N,Before,62,Shallow,4,Warm Water Corals,1
2023,South,25°N,After,65,Shallow,1,Warm Water Corals,1
2023,South,25°N,After,55,Shallow,1,Warm Water Corals,2
2023,South,24°N,After,44,Shallow,3,Warm Water Corals,4
2023,South,25°N,After,68,Shallow,4,Warm Water Corals,1
2023,South,25°N,After,65,Shallow,2,Warm Water Corals,1
2023,South,25°N,After,65,Shallow,2,Warm Water Corals,3
2023,South,25°N,After,58,Shallow,1,Warm Water Corals,1
2023,South,26°N,Before,19,Shallow,1,Warm Water Corals,1
2009,South,24°N,Before,23,Shallow,7,Warm Water Corals,1
2009,South,24°N,Before,23,Shallow,7,Warm Water Corals,1
2023,South,26°N,Before,19,Shallow,4,Warm Water Corals,1
2023,South,25°N,After,55,Shallow,2,Warm Water Corals,1
2023,South,25°N,After,64,Shallow,3,Warm Water Corals,1
2023,South,26°N,Before,49,Shallow,3,Warm Water Corals,1
2023,South,25°N,After,64,Shallow,3,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,1,Warm Water Corals,2
2009,South,24°N,Before,44,Shallow,8,Warm Water Corals,2
2023,South,26°N,Before,62,Shallow,1,Warm Water Corals,1
2009,South,24°N,Before,37,Shallow,7,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,8,Warm Water Corals,1
2023,South,24°N,After,22,Shallow,3,Warm Water Corals,2
2023,South,25°N,After,53,Shallow,4,Warm Water Corals,1
2023,South,24°N,After,44,Shallow,3,Warm Water Corals,2
2009,South,24°N,Before,44,Shallow,6,Warm Water Corals,2
2023,South,25°N,After,58,Shallow,1,Warm Water Corals,1
2023,South,25°N,After,58,Shallow,1,Warm Water Corals,2
2023,South,25°N,After,58,Shallow,1,Warm Water Corals,1
2023,South,26°N,Before,21,Shallow,4,Warm Water Corals,1
2023,South,25°N,After,58,Shallow,4,Warm Water Corals,1
2023,South,25°N,After,69,Shallow,3,Warm Water Corals,1
2009,South,24°N,Before,23,Shallow,7,Warm Water Corals,1
2023,South,25°N,After,69,Shallow,4,Warm Water Corals,2
2009,South,24°N,Before,44,Shallow,6,Warm Water Corals,2
2023,South,26°N,Before,49,Shallow,3,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,8,Warm Water Corals,3
2023,South,25°N,After,55,Shallow,1,Warm Water Corals,1
2023,South,26°N,Before,21,Shallow,1,Warm Water Corals,1
2023,South,26°N,Before,62,Shallow,1,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,2,Warm Water Corals,1
2023,South,26°N,Before,62,Shallow,1,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,5,Warm Water Corals,1
2023,South,24°N,After,22,Shallow,3,Warm Water Corals,7
2023,South,26°N,Before,48,Shallow,3,Warm Water Corals,1
2023,South,25°N,After,65,Shallow,3,Warm Water Corals,4
2023,South,25°N,After,40,Shallow,1,Warm Water Corals,1
2023,South,25°N,After,65,Shallow,3,Warm Water Corals,3
2023,South,25°N,After,68,Shallow,2,Warm Water Corals,1
2023,South,25°N,After,55,Shallow,3,Warm Water Corals,1
2023,South,25°N,After,64,Deep,3,Warm Water Corals,1
2023,South,25°N,After,65,Shallow,1,Warm Water Corals,2
2009,South,24°N,Before,44,Shallow,1,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,6,Warm Water Corals,1
2023,South,24°N,After,44,Shallow,1,Warm Water Corals,1
2023,South,25°N,After,65,Shallow,1,Warm Water Corals,7
2023,South,24°N,After,44,Shallow,1,Warm Water Corals,1
2023,South,26°N,Before,20,Shallow,4,Warm Water Corals,1
2023,South,25°N,After,55,Shallow,3,Warm Water Corals,1
2009,South,25°N,Before,41,Shallow,7,Warm Water Corals,1
2023,South,26°N,Before,34,Shallow,2,Warm Water Corals,1
2023,South,25°N,After,65,Shallow,3,Warm Water Corals,2
2023,South,24°N,After,44,Shallow,1,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,6,Warm Water Corals,2
2023,South,25°N,After,39,Shallow,1,Warm Water Corals,1
2023,South,25°N,After,39,Shallow,1,Warm Water Corals,1
2023,South,25°N,After,65,Shallow,3,Warm Water Corals,1
2023,South,25°N,After,65,Shallow,3,Warm Water Corals,2
2009,South,24°N,Before,23,Shallow,7,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,2,Warm Water Corals,9
2023,South,25°N,After,58,Shallow,3,Warm Water Corals,1
2023,South,25°N,After,64,Deep,4,Warm Water Corals,1
2023,South,26°N,Before,48,Shallow,3,Warm Water Corals,2
2023,South,25°N,After,64,Deep,4,Warm Water Corals,1
2023,South,25°N,After,65,Shallow,3,Warm Water Corals,2
2009,South,25°N,Before,40,Shallow,3,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,6,Warm Water Corals,1
2023,South,26°N,Before,48,Shallow,4,Warm Water Corals,1
2023,South,26°N,Before,62,Shallow,1,Warm Water Corals,1
2023,South,25°N,After,61,Shallow,1,Warm Water Corals,1
2023,South,24°N,After,22,Shallow,3,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,8,Warm Water Corals,6
2023,South,26°N,Before,48,Shallow,4,Warm Water Corals,1
2023,South,25°N,After,64,Deep,1,Warm Water Corals,1
2023,South,25°N,After,64,Shallow,3,Warm Water Corals,2
2023,South,25°N,After,64,Deep,4,Warm Water Corals,1
2023,South,24°N,After,44,Shallow,1,Warm Water Corals,1
2023,South,26°N,Before,51,Shallow,4,Warm Water Corals,2
2023,South,24°N,After,44,Shallow,1,Warm Water Corals,2
2023,South,25°N,After,55,Shallow,3,Warm Water Corals,1
2023,South,26°N,Before,20,Shallow,2,Warm Water Corals,1
2023,South,26°N,Before,20,Shallow,2,Warm Water Corals,1
2023,South,26°N,Before,34,Shallow,2,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,8,Warm Water Corals,5
2023,South,26°N,Before,20,Shallow,2,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,6,Warm Water Corals,5
2009,South,25°N,Before,40,Shallow,8,Warm Water Corals,1
2009,South,24°N,Before,23,Shallow,2,Warm Water Corals,1
2023,South,25°N,After,55,Shallow,3,Warm Water Corals,1
2023,South,25°N,After,61,Shallow,1,Warm Water Corals,1
2023,South,25°N,After,64,Deep,3,Warm Water Corals,1
2023,South,25°N,After,68,Shallow,3,Warm Water Corals,1
2009,South,24°N,Before,23,Shallow,7,Warm Water Corals,1
2009,South,24°N,Before,23,Shallow,7,Warm Water Corals,1
2023,South,25°N,After,69,Shallow,4,Warm Water Corals,1
2023,South,26°N,Before,48,Shallow,3,Warm Water Corals,1
2009,South,24°N,Before,43,Shallow,8,Warm Water Corals,1
2009,South,24°N,Before,36,Shallow,1,Warm Water Corals,1
2023,South,25°N,After,64,Shallow,3,Warm Water Corals,1
2023,South,25°N,After,64,Shallow,3,Warm Water Corals,1
2023,South,25°N,After,55,Shallow,3,Warm Water Corals,1
2023,South,26°N,Before,14,Shallow,1,Warm Water Corals,1
2023,South,25°N,After,55,Shallow,1,Warm Water Corals,1
2023,South,25°N,After,65,Shallow,1,Warm Water Corals,3
2009,South,25°N,Before,40,Shallow,8,Warm Water Corals,1
2023,South,25°N,After,64,Shallow,3,Warm Water Corals,1
2023,South,24°N,After,22,Shallow,3,Warm Water Corals,1
2009,South,24°N,Before,36,Shallow,7,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,6,Warm Water Corals,2
2023,South,26°N,Before,51,Shallow,4,Warm Water Corals,1
2009,South,24°N,Before,36,Shallow,1,Warm Water Corals,1
2009,South,26°N,After,49,Shallow,3,Warm Water Corals,1
2023,South,25°N,After,39,Shallow,1,Warm Water Corals,1
2023,South,25°N,After,55,Shallow,3,Warm Water Corals,1
2023,South,24°N,After,22,Shallow,3,Warm Water Corals,1
2023,South,25°N,After,39,Shallow,1,Warm Water Corals,1
2023,South,25°N,After,64,Deep,1,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,6,Warm Water Corals,1
2023,South,26°N,Before,51,Shallow,4,Warm Water Corals,2
2023,South,25°N,After,64,Shallow,3,Warm Water Corals,1
2023,South,26°N,Before,49,Shallow,3,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,1,Warm Water Corals,1
2023,South,26°N,Before,34,Shallow,2,Warm Water Corals,1
2023,South,25°N,After,45,Shallow,1,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,8,Warm Water Corals,3
2023,South,25°N,After,53,Shallow,3,Warm Water Corals,1
2023,South,24°N,After,22,Shallow,3,Warm Water Corals,1
2023,South,26°N,Before,62,Shallow,4,Warm Water Corals,1
2009,South,24°N,Before,23,Shallow,7,Warm Water Corals,2
2009,South,24°N,Before,44,Shallow,7,Warm Water Corals,1
2023,South,26°N,Before,21,Shallow,1,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,2,Warm Water Corals,1
2023,South,25°N,After,55,Shallow,2,Warm Water Corals,1
2023,South,26°N,Before,21,Shallow,3,Warm Water Corals,1
2023,South,26°N,Before,19,Shallow,1,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,6,Warm Water Corals,2
2009,South,24°N,Before,44,Shallow,5,Warm Water Corals,1
2023,South,26°N,Before,34,Shallow,2,Warm Water Corals,2
2009,South,24°N,Before,44,Shallow,5,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,5,Warm Water Corals,1
2023,South,24°N,After,43,Shallow,3,Warm Water Corals,1
2023,South,25°N,After,58,Shallow,2,Warm Water Corals,1
2023,South,24°N,After,44,Shallow,4,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,5,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,8,Warm Water Corals,2
2009,South,24°N,Before,44,Shallow,8,Warm Water Corals,3
2009,South,24°N,Before,44,Shallow,8,Warm Water Corals,3
2023,South,26°N,Before,19,Shallow,4,Warm Water Corals,1
2009,South,24°N,Before,23,Shallow,7,Warm Water Corals,3
2023,South,25°N,After,64,Shallow,4,Warm Water Corals,2
2009,South,24°N,Before,44,Shallow,6,Warm Water Corals,2
2023,South,24°N,After,44,Shallow,4,Warm Water Corals,7
2023,South,25°N,After,68,Shallow,1,Warm Water Corals,1
2023,South,25°N,After,64,Shallow,4,Warm Water Corals,3
2023,South,26°N,Before,20,Shallow,4,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,1,Warm Water Corals,1
2023,South,26°N,Before,21,Shallow,4,Warm Water Corals,1
2023,South,25°N,After,73,Shallow,2,Warm Water Corals,1
2023,South,25°N,After,64,Shallow,4,Warm Water Corals,3
2023,South,25°N,After,61,Shallow,4,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,2,Warm Water Corals,1
2023,South,25°N,After,55,Shallow,3,Warm Water Corals,1
2023,South,25°N,After,55,Shallow,2,Warm Water Corals,1
2023,South,25°N,After,64,Shallow,4,Warm Water Corals,1
2023,South,24°N,After,36,Shallow,4,Warm Water Corals,1
2023,South,24°N,After,44,Shallow,4,Warm Water Corals,1
2023,South,25°N,After,55,Shallow,2,Warm Water Corals,1
2023,South,25°N,After,55,Shallow,3,Warm Water Corals,1
2023,South,24°N,After,44,Shallow,4,Warm Water Corals,1
2023,South,25°N,After,58,Shallow,2,Warm Water Corals,1
2009,South,24°N,Before,23,Shallow,7,Warm Water Corals,3
2023,South,24°N,After,44,Shallow,3,Warm Water Corals,5
2023,South,26°N,Before,48,Shallow,1,Warm Water Corals,1
2023,South,25°N,After,55,Shallow,2,Warm Water Corals,1
2023,South,25°N,After,55,Shallow,3,Warm Water Corals,2
2023,South,25°N,After,53,Shallow,4,Warm Water Corals,1
2009,South,25°N,Before,41,Shallow,8,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,5,Warm Water Corals,2
2023,South,25°N,After,55,Shallow,3,Warm Water Corals,3
2023,South,25°N,After,68,Shallow,1,Warm Water Corals,1
2023,South,26°N,Before,62,Shallow,2,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,8,Warm Water Corals,1
2023,South,24°N,After,44,Shallow,4,Warm Water Corals,4
2009,South,24°N,Before,44,Shallow,6,Warm Water Corals,2
2023,South,24°N,After,44,Shallow,4,Warm Water Corals,4
2023,South,26°N,Before,20,Shallow,4,Warm Water Corals,2
2023,South,25°N,After,61,Shallow,2,Warm Water Corals,3
2023,South,25°N,After,55,Shallow,3,Warm Water Corals,1
2023,South,24°N,After,44,Shallow,4,Warm Water Corals,1
2023,South,26°N,After,19,Deep,1,Warm Water Corals,1
2023,South,25°N,After,55,Shallow,3,Warm Water Corals,3
2023,South,25°N,After,55,Shallow,3,Warm Water Corals,1
2023,South,25°N,After,61,Shallow,2,Warm Water Corals,1
2023,South,26°N,Before,20,Shallow,1,Warm Water Corals,1
2023,South,24°N,After,44,Shallow,4,Warm Water Corals,1
2023,South,24°N,After,44,Shallow,4,Warm Water Corals,3
2023,South,25°N,After,55,Shallow,3,Warm Water Corals,2
2023,South,25°N,After,55,Shallow,3,Warm Water Corals,2
2023,South,25°N,After,55,Shallow,3,Warm Water Corals,1
2023,South,25°N,After,55,Shallow,3,Warm Water Corals,1
2023,South,26°N,Before,20,Shallow,1,Warm Water Corals,1
2023,South,25°N,After,55,Shallow,3,Warm Water Corals,1
2023,South,25°N,After,81,Shallow,2,Warm Water Corals,1
2023,South,25°N,After,81,Shallow,3,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,2,Warm Water Corals,1
2023,South,26°N,Before,34,Shallow,2,Warm Water Corals,1
2009,South,24°N,Before,23,Deep,8,Warm Water Corals,1
2023,South,26°N,Before,31,Shallow,1,Warm Water Corals,2
2009,South,24°N,Before,44,Shallow,7,Warm Water Corals,5
2023,South,24°N,After,44,Shallow,3,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,7,Warm Water Corals,2
2009,South,24°N,Before,44,Shallow,6,Warm Water Corals,1
2023,South,24°N,After,24,Deep,3,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,6,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,6,Warm Water Corals,7
2023,South,25°N,After,68,Shallow,3,Warm Water Corals,3
2023,South,25°N,After,64,Deep,4,Warm Water Corals,1
2009,South,24°N,Before,23,Shallow,7,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,7,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,7,Warm Water Corals,2
2023,South,24°N,After,43,Shallow,1,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,7,Warm Water Corals,3
2009,South,24°N,Before,44,Shallow,2,Warm Water Corals,1
2023,South,26°N,Before,62,Shallow,3,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,5,Warm Water Corals,1
2023,South,25°N,After,65,Shallow,1,Warm Water Corals,1
2023,South,26°N,Before,31,Shallow,1,Warm Water Corals,1
2023,South,24°N,After,44,Shallow,3,Warm Water Corals,1
2023,South,24°N,After,44,Shallow,3,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,7,Warm Water Corals,1
2009,South,24°N,Before,23,Shallow,2,Warm Water Corals,1
2023,South,25°N,After,81,Shallow,1,Warm Water Corals,1
2023,South,25°N,After,65,Shallow,2,Warm Water Corals,1
2023,South,26°N,Before,20,Shallow,3,Warm Water Corals,2
2009,South,24°N,Before,44,Shallow,8,Warm Water Corals,1
2023,South,25°N,After,73,Shallow,3,Warm Water Corals,1
2023,South,24°N,After,44,Shallow,3,Warm Water Corals,1
2023,South,25°N,After,55,Shallow,2,Warm Water Corals,2
2023,South,25°N,After,55,Shallow,2,Warm Water Corals,1
2023,South,25°N,After,55,Shallow,2,Warm Water Corals,1
2023,South,24°N,After,44,Shallow,4,Warm Water Corals,5
2023,South,25°N,After,64,Shallow,3,Warm Water Corals,3
2023,South,26°N,Before,48,Shallow,1,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,7,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,7,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,7,Warm Water Corals,2
2009,South,25°N,Before,41,Shallow,7,Warm Water Corals,1
2023,South,25°N,After,12,Shallow,2,Warm Water Corals,1
2009,South,24°N,Before,23,Shallow,1,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,7,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,6,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,5,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,5,Warm Water Corals,1
2009,South,24°N,Before,23,Shallow,7,Warm Water Corals,1
2023,South,25°N,After,69,Shallow,4,Warm Water Corals,1
2023,South,26°N,Before,16,Shallow,2,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,7,Warm Water Corals,1
2023,South,25°N,After,55,Shallow,2,Warm Water Corals,1
2023,South,26°N,Before,34,Shallow,1,Warm Water Corals,1
2023,South,26°N,Before,34,Shallow,2,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,8,Warm Water Corals,1
2023,South,25°N,After,61,Shallow,3,Warm Water Corals,1
2023,South,24°N,After,44,Shallow,3,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,7,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,7,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,2,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,2,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,2,Warm Water Corals,1
2023,South,25°N,After,53,Shallow,1,Warm Water Corals,1
2023,South,25°N,After,55,Shallow,3,Warm Water Corals,1
2023,South,26°N,Before,62,Shallow,4,Warm Water Corals,1
2023,South,26°N,Before,62,Shallow,4,Warm Water Corals,2
2023,South,25°N,After,65,Shallow,1,Warm Water Corals,1
2009,South,24°N,Before,23,Shallow,1,Warm Water Corals,1
2023,South,26°N,Before,48,Shallow,3,Warm Water Corals,2
2023,South,25°N,After,55,Shallow,2,Warm Water Corals,1
2023,South,25°N,After,58,Shallow,2,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,8,Warm Water Corals,1
2023,South,25°N,After,69,Shallow,3,Warm Water Corals,1
2023,South,25°N,After,73,Shallow,2,Warm Water Corals,1
2009,South,24°N,Before,23,Shallow,7,Warm Water Corals,2
2009,South,24°N,Before,44,Shallow,7,Warm Water Corals,1
2009,South,24°N,Before,44,Shallow,7,Warm Water Corals,3
2023,South,25°N,After,64,Shallow,3,Warm Water Corals,1
